@RELATION extratreest6Classes
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Conversations,Human-Gathering,Multimedia,Outdoors,Scream,SobbandCry}

@DATA
0.100193,0.044564,2.993871,0.172450,0.182702,0.549761,0.019362,0.127314,-25.195320,2.960108,-0.135232,-0.363935,-0.125496,-0.144686,0.002940,-0.116655,-0.212227,-0.186080,-0.155702,-0.074966,-0.141848,0.021478,0.004049,0.027835,0.029168,0.024782,0.021911,0.027157,0.001579,0.004560,0.006219,0.018644,0.008926,0.028482,0.109826,0.042307,0.349655,0.093440,0.024382,0.708463,0.014547,0.160602,1.933056,0.461132,0.629999,0.508207,0.293878,0.311827,0.329371,0.343668,0.234758,0.315310,0.367520,0.325254,0.385863,0.035617,0.006578,0.032551,0.043224,0.042409,0.037513,0.043879,0.003436,0.006106,0.008433,0.030900,0.016200,0.019322,Conversations
0.090733,0.032276,3.037144,0.163710,0.178903,0.474284,0.017189,0.112069,-25.389492,2.803215,-0.243910,-0.263507,-0.068834,-0.058235,-0.005644,-0.167203,-0.167221,-0.190918,-0.126650,-0.024763,-0.052467,0.015155,0.004432,0.027878,0.029443,0.029661,0.016695,0.026577,0.001859,0.005780,0.010803,0.018773,0.002267,0.027019,0.072037,0.029660,0.268335,0.065637,0.028540,0.449132,0.012118,0.101031,1.922761,0.636789,0.493234,0.490408,0.301051,0.228337,0.350166,0.326140,0.268478,0.285885,0.384039,0.386761,0.272911,0.020972,0.005687,0.040264,0.042219,0.045232,0.028834,0.039895,0.003142,0.007977,0.009642,0.024384,0.002264,0.017387,Conversations
0.062273,0.029044,3.053167,0.146295,0.187121,0.294518,0.013183,0.060163,-25.636222,2.796610,-0.261231,-0.207073,-0.036658,-0.033567,0.070975,-0.095491,-0.099519,-0.119196,-0.088905,0.015752,-0.093428,0.018239,0.004417,0.035833,0.028366,0.020683,0.014863,0.030310,0.002068,0.010521,0.013979,0.022401,0.002619,0.026734,0.063706,0.028161,0.239457,0.061100,0.032198,0.364094,0.008680,0.078548,2.196708,0.637404,0.737785,0.513877,0.291064,0.248630,0.345088,0.280821,0.229654,0.270953,0.271553,0.306113,0.274789,0.027812,0.007813,0.039688,0.038590,0.020764,0.026070,0.038130,0.004429,0.018979,0.013219,0.030543,0.002676,0.014461,Conversations
0.066118,0.045140,3.083849,0.153138,0.184817,0.437514,0.015857,0.093580,-25.566349,2.418085,0.015152,0.024241,-0.163698,-0.278299,-0.291033,-0.070501,-0.053381,0.270234,0.179217,0.037212,-0.010860,0.022123,0.001849,0.041693,0.013607,0.013598,0.011025,0.039847,0.000885,0.011340,0.033738,0.022185,0.015108,0.033787,0.049626,0.036577,0.238431,0.046520,0.031464,0.381911,0.010248,0.102791,0.996523,0.492366,0.458475,0.536504,0.310220,0.286264,0.237106,0.261255,0.317579,0.344488,0.322574,0.203177,0.259550,0.034379,0.001882,0.047377,0.032150,0.019362,0.021244,0.035448,0.000941,0.021908,0.045615,0.029233,0.028941,0.014369,Conversations
0.060515,0.010230,3.130785,0.158398,0.205340,0.417122,0.006396,0.062659,-26.322462,2.319248,-0.112222,-0.222089,-0.057828,-0.076595,-0.069180,-0.034594,0.029656,0.021043,0.099424,0.038399,-0.107011,0.022987,0.004369,0.040199,0.014042,0.024204,0.012583,0.046706,0.004363,0.016142,0.014268,0.024325,0.013575,0.024232,0.023880,0.018622,0.137572,0.030213,0.026298,0.276875,0.004936,0.053202,1.699072,0.321285,0.508357,0.468652,0.290528,0.291372,0.318548,0.249322,0.271355,0.260281,0.339013,0.346665,0.261159,0.028403,0.003730,0.032579,0.021682,0.016334,0.012831,0.038805,0.007853,0.021554,0.015143,0.019329,0.014146,0.008842,Conversations
0.059120,0.017654,2.811760,0.109028,0.155850,0.533260,0.022085,0.095357,-29.485382,1.548272,0.143845,-0.741798,-0.324354,-0.474831,-0.026377,-0.038752,0.150950,-0.149654,-0.132761,-0.186479,-0.121454,0.027040,0.016122,0.023329,0.009376,0.008565,0.005352,0.010378,0.001984,0.006761,0.015751,0.011863,0.011210,0.017748,0.031870,0.033174,0.671904,0.034513,0.058135,0.380337,0.020874,0.053909,3.871313,1.281723,0.839620,0.480134,0.437579,0.409035,0.411463,0.330474,0.222160,0.291203,0.314695,0.326590,0.310426,0.048143,0.028739,0.028820,0.012423,0.010402,0.007445,0.014069,0.002572,0.008216,0.022659,0.012364,0.012554,0.015510,Conversations
0.047669,0.024517,2.861305,0.096334,0.144404,0.416696,0.028144,0.078845,-28.110244,2.136921,0.089685,-0.896183,-0.369924,-0.574590,0.086028,0.023313,0.167222,-0.096352,-0.231920,-0.284745,-0.216140,0.031445,0.018713,0.032691,0.010796,0.008256,0.003809,0.007362,0.002033,0.006584,0.018896,0.012474,0.011820,0.020662,0.028048,0.032821,0.622515,0.031040,0.053098,0.395750,0.021091,0.057074,3.265258,1.210751,0.907241,0.408381,0.427462,0.363704,0.420724,0.254236,0.189312,0.283108,0.270044,0.320007,0.348780,0.045904,0.028808,0.040557,0.013950,0.010045,0.004673,0.007560,0.002621,0.007698,0.034286,0.014730,0.015651,0.015085,Conversations
0.066549,0.012161,3.029507,0.118636,0.159052,0.565320,0.014134,0.107486,-29.652221,1.136826,-0.320170,-0.712465,-0.071355,-0.583385,0.109270,-0.324242,-0.030235,-0.305782,0.094163,-0.031756,0.161171,0.005674,0.003816,0.008875,0.006838,0.019124,0.023162,0.017125,0.002490,0.009771,0.008795,0.020265,0.005381,0.017515,0.035079,0.020545,0.372443,0.029717,0.050124,0.336689,0.012289,0.046432,4.419132,1.359552,1.013352,0.735235,0.352774,0.427434,0.392148,0.294928,0.435074,0.349785,0.267913,0.318001,0.326169,0.005604,0.007058,0.014516,0.007922,0.034171,0.037712,0.026590,0.002800,0.016426,0.011129,0.036312,0.005979,0.014739,Conversations
0.059642,0.033987,3.095425,0.137706,0.194848,0.572583,0.010829,0.099637,-29.718483,1.170400,-0.282114,-0.404404,-0.192290,-0.198788,-0.209213,-0.126871,-0.243497,-0.399728,-0.320134,-0.011546,0.166139,0.006510,0.004916,0.012327,0.025439,0.030490,0.029477,0.012864,0.001844,0.004304,0.004666,0.008205,0.005050,0.020007,0.025914,0.043112,0.379637,0.060420,0.081613,0.359669,0.010659,0.038853,5.697822,1.390705,0.808702,0.670830,0.452732,0.385465,0.391723,0.305954,0.259893,0.317440,0.305540,0.287795,0.265193,0.006600,0.005663,0.014258,0.039392,0.030395,0.045827,0.025226,0.002587,0.004620,0.004542,0.010848,0.011234,0.013694,Conversations
0.053051,0.038808,3.080255,0.131992,0.191835,0.554915,0.012150,0.096733,-28.908739,1.659626,-0.143193,-0.609026,-0.056188,-0.397324,-0.236562,-0.215872,-0.315193,-0.447747,-0.300665,0.028049,0.212187,0.006389,0.003950,0.012996,0.026736,0.031627,0.044453,0.021593,0.001494,0.003848,0.005133,0.007907,0.005382,0.024208,0.019949,0.042790,0.427649,0.056478,0.083131,0.289158,0.010998,0.035070,5.675929,0.958333,0.697571,0.521534,0.374446,0.350285,0.362282,0.315948,0.222775,0.278952,0.320400,0.314588,0.260742,0.006284,0.005276,0.015771,0.039684,0.029560,0.049416,0.036351,0.002323,0.003238,0.004915,0.010377,0.011650,0.012975,Conversations
0.066734,0.036642,2.997786,0.159649,0.214737,0.685835,0.021348,0.098077,-31.305167,1.133879,-0.242211,-0.923273,-0.106058,-0.095841,0.044039,0.117280,-0.166882,-0.183288,-0.374803,-0.040049,0.021293,0.009548,0.007772,0.020923,0.023265,0.018628,0.008396,0.006253,0.003038,0.004429,0.006567,0.005285,0.005026,0.016312,0.031443,0.047033,0.636809,0.071863,0.086435,0.424438,0.024935,0.041083,6.905555,1.155604,0.773579,0.773129,0.309729,0.362785,0.263902,0.215222,0.304459,0.267010,0.424587,0.263750,0.260025,0.017007,0.014462,0.037742,0.039846,0.029630,0.010424,0.006118,0.002385,0.005664,0.008572,0.007303,0.007423,0.014545,Conversations
0.055758,0.057775,3.115257,0.140860,0.199297,0.469635,0.036337,0.077866,-29.040710,1.592054,-0.770654,-0.851919,-0.061020,0.102554,0.034011,0.107917,-0.202498,-0.345725,-0.501888,-0.126473,0.190326,0.002919,0.002490,0.016400,0.040268,0.031029,0.006847,0.004126,0.001922,0.003063,0.007639,0.007040,0.002754,0.021582,0.015462,0.024099,0.289040,0.058479,0.077557,0.221842,0.032624,0.021418,3.508383,0.967638,0.531437,0.609252,0.308131,0.314805,0.220615,0.175665,0.315877,0.204290,0.337268,0.229593,0.182030,0.002466,0.003487,0.030486,0.042910,0.037629,0.007690,0.003520,0.001342,0.003368,0.010667,0.009749,0.002268,0.012836,Conversations
0.037829,0.010903,2.840294,0.092724,0.146335,0.252386,0.015602,0.058757,-27.424134,1.542005,-0.728395,-0.939562,-0.623228,-0.273774,-0.284085,0.091129,-0.069316,0.181190,0.145210,0.169205,-0.058343,0.013072,0.007498,0.006159,0.007782,0.010209,0.015152,0.005953,0.003122,0.006647,0.043312,0.019899,0.019847,0.021306,0.018473,0.012123,0.553930,0.024463,0.039561,0.247124,0.008740,0.037168,2.669315,0.963540,1.011250,0.711296,0.443689,0.586622,0.321987,0.301881,0.288050,0.271443,0.219471,0.249829,0.264043,0.018793,0.011488,0.006956,0.012253,0.013668,0.026593,0.006596,0.004357,0.005110,0.054788,0.022331,0.026496,0.015198,Conversations
0.043659,0.006395,2.862520,0.093462,0.145615,0.352361,0.020926,0.065381,-28.675739,1.501605,-0.545949,-0.791350,-0.515426,-0.400383,-0.308015,0.109824,-0.055139,0.181958,0.050996,0.227315,-0.017329,0.008111,0.006396,0.008664,0.006820,0.009836,0.004369,0.006829,0.003431,0.012440,0.051351,0.016744,0.009085,0.017945,0.023453,0.010514,0.540163,0.024443,0.039466,0.304887,0.017356,0.042092,2.676003,1.439090,1.060773,0.659707,0.443914,0.537161,0.382113,0.263841,0.211151,0.227323,0.199498,0.297120,0.181595,0.009220,0.007618,0.008205,0.007750,0.013112,0.004577,0.005949,0.004139,0.016142,0.061298,0.016052,0.008512,0.014971,Conversations
0.044385,0.007530,2.857946,0.092650,0.145136,0.326795,0.020281,0.068149,-28.360518,1.505865,-0.968397,-0.678719,-0.444192,-0.307136,-0.226185,0.119208,-0.078752,0.102387,0.022940,0.223285,0.027848,0.007881,0.006844,0.009207,0.009872,0.012374,0.005673,0.007819,0.004820,0.011040,0.038805,0.015499,0.008386,0.016029,0.022081,0.011886,0.506414,0.025599,0.038679,0.326219,0.019396,0.040994,2.828502,1.500287,1.226999,0.706685,0.452507,0.525303,0.347842,0.210942,0.244511,0.239996,0.208630,0.282824,0.201022,0.007943,0.008262,0.008048,0.017127,0.014585,0.005713,0.006671,0.007370,0.011515,0.055132,0.016470,0.009142,0.013271,Conversations
0.040479,0.008454,2.861193,0.087135,0.137730,0.239573,0.020934,0.065086,-27.779524,1.674320,-1.324893,-0.639399,-0.574408,-0.215538,-0.217108,0.103293,-0.097007,0.008293,0.015538,0.177852,0.082011,0.010296,0.009234,0.009437,0.011147,0.014463,0.009306,0.011779,0.006651,0.011998,0.027823,0.012067,0.008229,0.015685,0.018276,0.012184,0.520056,0.028605,0.045022,0.266713,0.017036,0.035478,2.558570,1.284047,0.968375,0.695479,0.505697,0.566126,0.427906,0.228925,0.256559,0.232856,0.227049,0.277806,0.199823,0.011254,0.010875,0.007465,0.018616,0.015711,0.010565,0.012862,0.010007,0.013517,0.039490,0.014121,0.008573,0.010817,Conversations
0.039723,0.008131,2.899122,0.095389,0.150059,0.275975,0.017424,0.060277,-28.285801,1.594822,-0.759215,-0.829471,-0.509176,-0.390522,-0.245071,0.009886,-0.000437,0.083238,0.087219,0.209791,0.073171,0.010879,0.005236,0.008056,0.008820,0.009748,0.004394,0.004018,0.002752,0.007664,0.051020,0.014192,0.011356,0.018021,0.023255,0.013086,0.377651,0.025845,0.038953,0.298333,0.011428,0.040795,2.591550,1.289435,1.172072,0.835161,0.511823,0.499126,0.305787,0.318709,0.254666,0.233320,0.233922,0.274696,0.231330,0.012743,0.008436,0.011668,0.013407,0.009067,0.004266,0.003655,0.002758,0.006064,0.059273,0.015466,0.012123,0.014343,Conversations
0.033643,0.009396,2.843989,0.088389,0.145217,0.202614,0.021034,0.050567,-27.833007,1.992717,-0.886821,-0.874247,-0.583308,-0.437060,-0.295121,0.070956,-0.153873,0.101010,0.051947,0.250553,0.126968,0.007597,0.004941,0.006942,0.018948,0.019079,0.007964,0.007297,0.002490,0.015147,0.038618,0.013074,0.011082,0.019712,0.016110,0.011426,0.458550,0.030095,0.041392,0.224112,0.013887,0.033733,2.562909,1.174430,0.825016,0.746922,0.467137,0.410773,0.318302,0.321491,0.203949,0.217518,0.199954,0.242718,0.179639,0.009392,0.006776,0.007264,0.031294,0.024527,0.010681,0.006504,0.002808,0.019052,0.047183,0.012913,0.020427,0.011975,Conversations
0.038725,0.007631,2.816666,0.096372,0.152064,0.311479,0.017002,0.058711,-28.619927,1.725563,-0.531434,-0.943200,-0.481672,-0.487813,-0.307764,0.090864,-0.144406,0.169464,0.048844,0.245921,0.070155,0.008157,0.005562,0.008055,0.015850,0.011656,0.006376,0.008158,0.002802,0.014344,0.040193,0.016415,0.011731,0.018179,0.019282,0.010631,0.493671,0.029176,0.043397,0.269942,0.012656,0.040351,2.729572,1.468136,1.109532,0.682852,0.416575,0.456409,0.308889,0.317077,0.218572,0.232410,0.181001,0.260327,0.194018,0.009699,0.007513,0.009111,0.021540,0.017850,0.006067,0.006852,0.002869,0.020322,0.041408,0.014974,0.016355,0.012036,Conversations
0.045712,0.024087,3.042605,0.127093,0.163892,0.359968,0.016699,0.069306,-25.350087,2.388123,0.098947,-0.672776,-0.210291,0.115352,-0.245045,-0.181200,-0.200339,-0.606371,-0.223006,0.021903,0.325258,0.004594,0.003575,0.043387,0.040876,0.047407,0.025262,0.030604,0.001165,0.004989,0.004339,0.010185,0.003152,0.034871,0.040825,0.018563,0.233110,0.048266,0.026557,0.395424,0.012725,0.081076,1.730329,0.843868,0.583199,0.563853,0.428224,0.451238,0.378677,0.356013,0.295288,0.277463,0.344963,0.399449,0.335557,0.006047,0.005914,0.057543,0.050976,0.048552,0.032493,0.044792,0.002314,0.007862,0.009010,0.013591,0.004247,0.016463,Conversations
0.053823,0.017781,3.079445,0.134204,0.167599,0.395280,0.015150,0.087591,-25.578889,2.353389,0.264395,-0.657469,-0.194010,0.147606,-0.160788,-0.077340,-0.176697,-0.625920,-0.338137,-0.152883,0.184115,0.007717,0.005950,0.049834,0.059270,0.050740,0.018642,0.015867,0.001503,0.001710,0.004169,0.005732,0.002446,0.036368,0.050734,0.014114,0.210606,0.055588,0.032662,0.425334,0.009361,0.109770,1.800187,0.968337,0.564542,0.530219,0.398184,0.256236,0.376569,0.360245,0.372435,0.291448,0.315620,0.306824,0.333717,0.014464,0.010223,0.051424,0.071415,0.063012,0.029823,0.025474,0.003687,0.002170,0.008378,0.008527,0.003246,0.017580,Conversations
0.091754,0.016619,3.027853,0.173668,0.176485,0.562935,0.012963,0.143489,-26.279182,2.548143,0.209410,-0.456586,-0.207596,-0.038228,0.067979,0.025441,-0.038302,-0.514814,-0.314225,-0.182930,-0.031678,0.016843,0.008528,0.040833,0.048280,0.033238,0.012649,0.015135,0.001515,0.001585,0.002368,0.007883,0.010100,0.030088,0.096738,0.017484,0.311833,0.092722,0.033598,0.605127,0.008963,0.171856,1.761875,0.765859,0.647996,0.458619,0.335154,0.374539,0.260623,0.329123,0.313887,0.358425,0.318782,0.318049,0.265609,0.029170,0.016252,0.043631,0.059288,0.046057,0.024029,0.025443,0.003729,0.001765,0.002175,0.009554,0.020591,0.017653,Conversations
0.103567,0.013483,2.987555,0.181792,0.178051,0.636470,0.011644,0.165728,-27.073357,2.490941,0.272466,-0.318145,-0.209553,0.001329,0.137572,0.153587,0.103158,-0.412130,-0.227977,-0.226703,-0.128223,0.020881,0.009803,0.055944,0.038277,0.021020,0.005355,0.018016,0.001406,0.001300,0.003170,0.013891,0.013854,0.029183,0.097264,0.014636,0.367898,0.088984,0.034783,0.594992,0.009373,0.168057,2.081313,0.765387,0.619785,0.534458,0.358901,0.383181,0.270486,0.263420,0.269493,0.395812,0.298162,0.295488,0.246166,0.033269,0.019712,0.055356,0.053109,0.033587,0.011181,0.026245,0.003768,0.001170,0.002348,0.011747,0.023231,0.017152,Conversations
0.115075,0.008434,2.929897,0.205353,0.190144,0.832873,0.007270,0.201943,-28.768833,2.328895,0.441156,0.098876,-0.065285,0.101571,0.116037,0.171460,0.115969,-0.298693,-0.020165,-0.068634,-0.130604,0.016096,0.005944,0.094596,0.015121,0.016380,0.004789,0.035978,0.000716,0.001242,0.004651,0.025958,0.009457,0.032491,0.068020,0.012117,0.314303,0.057486,0.021651,0.429464,0.004987,0.108672,1.176914,0.479128,0.373344,0.243810,0.279448,0.234780,0.167765,0.215461,0.219422,0.235399,0.256872,0.203898,0.163868,0.020466,0.011699,0.036995,0.018714,0.015410,0.009782,0.028704,0.000384,0.000998,0.001985,0.011086,0.018933,0.011524,Conversations
0.060402,0.024747,3.059823,0.139206,0.181619,0.306498,0.016739,0.084301,-25.213267,2.335050,-0.580476,-0.125404,-0.191852,0.118057,-0.066097,-0.102580,-0.152806,-0.536826,-0.361532,-0.206458,0.016743,0.013778,0.005596,0.053511,0.033287,0.044436,0.022658,0.010222,0.001741,0.003016,0.011354,0.006694,0.002866,0.033211,0.057729,0.022831,0.250693,0.064296,0.035398,0.435954,0.010489,0.103437,1.818352,0.662936,0.901926,0.393533,0.455077,0.435319,0.253778,0.292234,0.275343,0.352315,0.265479,0.414737,0.472984,0.024335,0.008932,0.063086,0.040073,0.058789,0.045266,0.011817,0.003765,0.005876,0.023277,0.005287,0.003847,0.019435,Conversations
0.144932,0.004044,3.111112,0.248565,0.235346,1.342558,0.014071,0.240841,-26.145418,2.159863,-0.105641,-0.267380,-0.409126,0.045297,0.019561,-0.102900,-0.156164,-0.111729,-0.169640,-0.048082,-0.077774,0.021528,0.012061,0.020081,0.024183,0.024392,0.015341,0.005701,0.017836,0.012400,0.014967,0.020600,0.013306,0.018056,0.052178,0.004083,0.179585,0.057268,0.036082,0.450343,0.026947,0.149591,1.607438,0.509657,0.396841,0.300229,0.284584,0.264261,0.262730,0.227264,0.224800,0.202833,0.226913,0.191910,0.206855,0.022885,0.013912,0.013636,0.024475,0.020243,0.015328,0.010786,0.014627,0.014288,0.014222,0.015568,0.016031,0.007538,Human-Gathering
0.141409,0.020189,3.131468,0.243755,0.238108,1.320554,0.008266,0.213545,-23.531805,2.338659,-0.199702,-0.269804,-0.314583,0.066985,0.069361,-0.023994,-0.049424,-0.070507,-0.102088,-0.051716,-0.119201,0.030997,0.013981,0.019430,0.016880,0.025837,0.012172,0.007881,0.016855,0.009855,0.013892,0.025782,0.012758,0.018318,0.051818,0.012818,0.112799,0.053123,0.029662,0.457903,0.003093,0.136057,0.846280,0.512907,0.399596,0.343422,0.322305,0.287959,0.246940,0.253356,0.257978,0.222177,0.238931,0.193357,0.219870,0.029480,0.014650,0.017690,0.017164,0.018658,0.012668,0.011119,0.012930,0.012289,0.010291,0.021112,0.013753,0.007227,Human-Gathering
0.152773,0.004806,3.123242,0.254151,0.237414,1.391694,0.008211,0.245977,-25.982102,2.031996,-0.144986,-0.132956,-0.265487,-0.009942,-0.142164,-0.128285,-0.027026,-0.029325,-0.017651,0.026577,-0.044791,0.014968,0.009647,0.015500,0.016286,0.032508,0.018081,0.003441,0.021248,0.011692,0.014033,0.025635,0.013793,0.018164,0.047951,0.006361,0.172969,0.044307,0.026461,0.449058,0.003848,0.136616,1.257630,0.493298,0.516686,0.262057,0.318322,0.277973,0.247923,0.262053,0.248602,0.220626,0.224662,0.207670,0.218080,0.015117,0.011144,0.011632,0.015475,0.024331,0.019987,0.004250,0.018483,0.011706,0.013125,0.022206,0.018955,0.007425,Human-Gathering
0.139102,0.009047,3.127254,0.244759,0.240979,1.131990,0.008932,0.216432,-24.893019,2.395773,0.191001,-0.150511,-0.337679,0.025010,0.043365,-0.027699,-0.022868,0.019126,-0.080841,0.049276,-0.060703,0.020494,0.012033,0.022274,0.019608,0.040833,0.015025,0.003588,0.027669,0.008919,0.014830,0.025230,0.012449,0.021048,0.059232,0.007002,0.120430,0.059216,0.035101,0.495517,0.004281,0.172022,0.939283,0.516657,0.516085,0.325194,0.304932,0.258022,0.247088,0.270475,0.210525,0.244747,0.226607,0.195322,0.201849,0.021678,0.014690,0.015740,0.018542,0.024505,0.016975,0.004465,0.022860,0.009671,0.014666,0.017523,0.013974,0.007211,Human-Gathering
0.142818,0.015933,3.140208,0.254516,0.250411,1.210636,0.008169,0.227432,-23.876369,2.295109,0.196846,-0.002373,-0.313564,0.111381,0.080899,-0.004554,0.019172,-0.023381,-0.066932,-0.018376,-0.103078,0.026819,0.011650,0.043644,0.014301,0.030530,0.011935,0.003395,0.018437,0.006795,0.014414,0.028169,0.011829,0.021382,0.055822,0.011138,0.086898,0.054354,0.032420,0.456890,0.003825,0.141427,1.021367,0.501421,0.414461,0.342805,0.325799,0.222992,0.261546,0.246393,0.225235,0.209091,0.200994,0.206466,0.200795,0.026656,0.017651,0.029678,0.015114,0.022230,0.012642,0.004176,0.011739,0.006868,0.012304,0.020811,0.013434,0.008557,Human-Gathering
0.137545,0.005083,3.112972,0.241719,0.237402,1.180004,0.009386,0.217773,-26.385440,2.252523,-0.031024,-0.076413,-0.302023,0.019419,0.117749,-0.035484,0.077954,-0.001536,-0.099511,-0.019993,-0.057694,0.026127,0.011995,0.032019,0.013164,0.021517,0.012256,0.003121,0.027247,0.009687,0.013246,0.029487,0.012069,0.020523,0.049796,0.008684,0.127958,0.050414,0.029167,0.481100,0.004171,0.140983,1.213812,0.564560,0.524894,0.336360,0.392742,0.324831,0.259279,0.260203,0.244520,0.212082,0.198750,0.211242,0.199806,0.028402,0.016788,0.022267,0.013374,0.020106,0.014477,0.003056,0.024953,0.011013,0.009389,0.027119,0.014493,0.008809,Human-Gathering
0.174432,0.005569,3.118367,0.277186,0.259860,1.448180,0.007621,0.292341,-25.556235,2.133277,0.073306,-0.096502,-0.277463,0.018101,0.048263,-0.004470,-0.016580,0.012662,0.016016,-0.041907,-0.114534,0.023350,0.010976,0.030383,0.014373,0.021981,0.010705,0.004375,0.024176,0.008618,0.015471,0.029642,0.012372,0.018051,0.078681,0.006269,0.180114,0.066757,0.027059,0.639342,0.003897,0.201566,1.184298,0.663550,0.449598,0.309724,0.308325,0.285062,0.244018,0.221240,0.208352,0.169226,0.182352,0.180236,0.194985,0.020278,0.013703,0.022218,0.015115,0.018356,0.011081,0.004559,0.018280,0.010268,0.014891,0.025671,0.017569,0.007888,Human-Gathering
0.164511,0.003876,3.134113,0.271410,0.256180,1.402697,0.007029,0.282795,-26.140026,2.094544,0.246212,0.020486,-0.261770,0.123039,0.028491,-0.010448,0.094570,-0.033230,-0.046720,-0.000867,-0.107649,0.023321,0.009560,0.025717,0.012963,0.022518,0.011803,0.003014,0.037274,0.009094,0.019193,0.031867,0.011179,0.018694,0.065059,0.004542,0.111765,0.058642,0.026885,0.496285,0.003114,0.172969,1.214325,0.525005,0.353125,0.245509,0.299591,0.246692,0.253293,0.225730,0.196887,0.212506,0.208482,0.184814,0.197316,0.020627,0.011677,0.016349,0.013975,0.017122,0.011719,0.002944,0.027655,0.009566,0.016548,0.022877,0.013581,0.007747,Human-Gathering
0.139580,0.001141,3.129145,0.237269,0.235836,1.211979,0.007774,0.211341,-29.170549,2.288845,0.029228,0.040083,-0.208083,0.140542,0.050705,-0.075535,0.102591,-0.061279,0.022303,0.011551,-0.101552,0.015808,0.009804,0.028322,0.015026,0.025219,0.009413,0.002877,0.033484,0.010185,0.019356,0.047137,0.009080,0.020581,0.058978,0.002527,0.142472,0.058632,0.031827,0.450286,0.002927,0.136554,1.345699,0.605684,0.415290,0.281828,0.305817,0.276363,0.240573,0.249026,0.221670,0.250184,0.210215,0.189462,0.165218,0.014586,0.011697,0.021191,0.014425,0.017669,0.008245,0.002769,0.024173,0.009544,0.014893,0.028432,0.009915,0.007146,Human-Gathering
0.126011,0.006892,3.118270,0.235488,0.244685,1.027160,0.007935,0.198568,-25.427533,2.411275,0.254643,0.186095,-0.173650,0.077919,0.116009,-0.003618,0.005611,0.007684,-0.071727,-0.056297,-0.093277,0.022661,0.010205,0.026821,0.017100,0.030615,0.009674,0.003032,0.020846,0.005547,0.011871,0.071962,0.009222,0.025871,0.053163,0.005540,0.102807,0.056384,0.032255,0.484627,0.004066,0.145682,0.983447,0.556921,0.429103,0.313910,0.316561,0.257798,0.241674,0.228636,0.225126,0.186396,0.217763,0.174110,0.218587,0.021204,0.016573,0.018388,0.020672,0.022516,0.008717,0.003449,0.014749,0.005470,0.009727,0.035667,0.010550,0.007813,Human-Gathering
